Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Ambience,Lively,Service,Comfortablility,Privacy,Years Since Opening,City_Clean,Country,City_Tier
40000000,"tibetan,italian",Hyderabad,Near Party Hub,2008-06-02,77.0,Not Specific,83.7,1,1,0,1,1,2.0,Bar,Arabian,2,1,3,4,4,4,7,10.0,4.0,2.0,9,7,3,9,17.169062286105408,hyderabad,India,Tier 1
43500000,"tibetan,greek",New Delhi,Near Business Hub,2007-10-17,80.6,Tier A Celebrity,79.6,1,1,0,1,1,2.0,Bar,Greek,3,0,9,4,4,6,6,7.0,,8.0,8,5,5,8,17.796030116358658,new delhi,India,Tier 1
52500000,"polish,jewish",-1,Near Party Hub,2010-07-10,78.16,Not Specific,73.2,1,1,1,1,1,2.0,Bar,Arabian,3,0,4,3,5,6,7,9.0,5.0,7.0,6,5,1,6,15.066392881587953,unknown,Unknown,Other
24000000,"indian,irish",-1,Near Business Hub,2011-03-14,64.0,Not Specific,69.2,1,1,1,1,1,2.0,Bar,90's,3,0,6,4,4,4,6,9.0,5.0,7.0,5,5,2,5,14.390143737166325,unknown,Unknown,Other
36000000,"welsh,thai",-1,Near Business Hub,2010-04-17,82.0,Not Specific,66.0,1,1,1,0,1,2.0,Bar,Arabian,2,0,5,6,5,4,9,9.0,5.0,8.0,9,5,2,7,15.29637234770705,unknown,Unknown,Other
34000000,"japanese,thai",-1,Near Party Hub,2010-07-22,87.6,Tier A Celebrity,92.5,1,1,1,0,1,2.0,Bar,Arabian,4,1,5,7,5,8,7,9.0,5.0,3.0,7,4,2,6,15.033538672142368,unknown,Unknown,Other
33000000,"tibetan,greek",Pune,Near Party Hub,2013-12-02,69.0,Not Specific,66.15,1,1,0,0,1,2.0,Bar,Greek,3,0,2,4,4,6,6,10.0,,9.0,6,5,2,4,11.668720054757015,pune,India,Tier 1
21500000,"tibetan,greek",Bangalore,Near Business Hub,2009-08-29,80.0,Tier A Celebrity,77.0,1,1,1,0,1,2.0,Bar,Greek,3,0,1,5,4,4,8,8.0,,8.0,8,5,0,9,15.928815879534566,bangalore,India,Tier 1
33000000,"algerian,belgian",-1,Near Party Hub,2011-08-01,62.0,Not Specific,62.0,1,1,0,1,1,2.0,Bar,Molino,3,0,3,3,4,5,6,7.0,,4.0,3,4,5,6,14.00684462696783,unknown,Unknown,Other
10000000,"tibetan,greek",Chennai,Near Party Hub,2012-04-05,88.66,Not Specific,94.1,1,1,0,1,1,2.0,Bar,Greek,4,0,2,5,6,7,6,,4.0,8.0,7,3,0,4,13.32785763175907,chennai,India,Tier 1
24000000,"algerian,korean",Hyderabad,Near Party Hub,2009-08-29,75.0,Not Specific,77.0,1,1,1,1,1,2.0,Bar,90's,1,0,8,7,4,3,9,7.0,3.0,2.0,0,0,4,0,15.928815879534566,hyderabad,India,Tier 1
40000000,"tibetan,greek",Gurgaon,Near Party Hub,2011-05-29,89.2,Tier A Celebrity,87.25,1,1,0,1,1,1.0,Bar,Arabian,3,1,10,5,5,7,7,,,6.0,7,6,4,7,14.182067077344286,gurgaon,India,Tier 1
15000000,"tibetan,italian",New Delhi,Near Party Hub,2009-03-27,80.0,Tier A Celebrity,59.0,0,1,1,1,0,2.0,Bar,Greek,2,0,2,4,4,4,5,8.0,3.0,3.0,6,3,4,4,16.35318275154004,new delhi,India,Tier 1
20000000,"turkish,sapnish",Bangalore,Near Business Hub,2003-12-14,64.0,Not Specific,68.0,1,1,1,1,1,2.0,Bar,Greek,2,0,5,4,5,6,10,8.0,4.0,9.0,7,5,0,4,21.637234770704996,bangalore,India,Tier 1
20500000,"turkish,nigerian",Gurgaon,Near Party Hub,2011-09-07,78.0,Tier A Celebrity,68.0,1,1,0,1,0,2.0,Bar,Arabian,2,0,5,6,4,2,5,9.0,3.0,6.0,7,5,4,6,13.905544147843942,gurgaon,India,Tier 1
32000000,"chinese,salvadorian",New Delhi,Near Party Hub,2009-08-19,64.0,Tier A Celebrity,62.8,1,1,1,1,0,2.0,Bar,Greek,3,0,5,5,4,3,9,,,8.0,5,6,6,5,15.956194387405887,new delhi,India,Tier 1
15000000,"indian,irish",Ahmedabad,Near Party Hub,2004-04-27,80.14,Not Specific,69.53,1,1,0,1,0,2.0,Bar,Arabian,2,0,1,6,5,3,8,8.0,3.0,8.0,9,6,1,6,21.267624914442163,ahmedabad,India,Tier 1
20000000,"turkish,sapnish",Noida,Near Party Hub,2011-11-07,72.0,Tier A Celebrity,70.0,1,1,1,1,1,2.0,Bar,Greek,2,0,4,3,4,5,9,10.0,,3.0,5,5,1,7,13.738535249828884,noida,India,Tier 1
30000000,"japanese,thai",Pune,Near Business Hub,2010-09-12,93.3,Not Specific,84.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,3,4,3,4,10,9.0,6.0,8.0,8,5,5,9,14.8911704312115,pune,India,Tier 1
28000000,"british,japanese",Pune,Near Party Hub,2006-11-30,61.63,Not Specific,53.17,1,1,1,1,1,2.0,Bar,Arabian,2,1,2,4,4,2,5,8.0,3.0,5.0,7,3,2,7,18.67488021902806,pune,India,Tier 1
18000000,"tibetan,greek",Nagpur,Near Party Hub,2006-11-12,73.73,Not Specific,72.5,1,0,1,1,1,2.0,Caffee,Arabian,2,0,6,5,6,4,6,9.0,5.0,2.0,6,3,1,4,18.72416153319644,nagpur,India,Tier 2
25000000,"tibetan,greek",New Delhi,Near Party Hub,2011-02-23,59.0,Not Specific,72.0,1,1,1,0,1,2.0,Bar,Arabian,3,0,7,4,3,3,7,6.0,3.0,2.0,7,2,6,2,14.442162902121835,new delhi,India,Tier 1
49500000,"turkish,sapnish",Coimbatore,Near Party Hub,2010-03-26,94.4,Local Celebrity,94.16,1,1,1,0,1,2.0,Bar,Nature,4,0,7,4,5,5,7,9.0,,6.0,7,4,3,7,15.356605065023956,coimbatore,India,Tier 2
32500000,"tibetan,greek",pune,Near Business Hub,2010-11-20,80.46,Not Specific,79.19,1,1,1,1,1,2.0,Bar,90's,2,1,6,3,7,3,8,9.0,4.0,9.0,8,5,1,8,14.702258726899384,pune,India,Tier 1
44500000,"tibetan,italian",Bangalore,Near Party Hub,2009-08-04,76.48,Not Specific,77.16,1,1,1,1,1,2.0,Bar,Greek,3,0,3,4,4,2,8,10.0,3.0,1.0,0,0,4,0,15.997262149212867,bangalore,India,Tier 1
22500000,"nigerian,cajun",Kolkata,Near Party Hub,2010-12-19,82.25,Not Specific,83.6,1,1,1,1,1,2.0,Bar,Greek,4,1,8,4,6,6,9,8.0,,9.0,9,5,0,9,14.622861054072553,kolkata,India,Tier 1
36500000,"hawaiian,latvian",Gurgaon,Near Party Hub,2010-05-29,91.4,Tier A Celebrity,83.8,1,1,1,0,1,2.0,Bar,Greek,3,0,6,4,5,8,10,8.0,,2.0,6,6,4,4,15.181382614647502,gurgaon,India,Tier 1
29000000,"tibetan,greek",Bangalore,Near Party Hub,2010-09-29,87.2,Not Specific,91.3,1,1,1,1,1,2.0,Bar,Greek,4,0,5,3,4,3,7,7.0,3.0,6.0,5,3,4,3,14.844626967830253,bangalore,India,Tier 1
37500000,"algerian,korean",Tornagallu,Near Party Hub,2009-02-27,88.5,Tier A Celebrity,82.8,0,1,0,1,0,1.0,Bar,Bettaso,3,0,6,7,6,6,5,,3.0,10.0,9,5,0,6,16.42984257357974,tornagallu,India,Tier 3
37500000,"swedish,greek",Chandigarh,Near Party Hub,2011-03-14,84.6,Tier A Celebrity,70.4,1,1,1,1,1,2.0,Bar,Molino,3,0,10,5,6,5,7,8.0,,10.0,10,6,2,9,14.390143737166325,chandigarh,India,Tier 2
20000000,"welsh,thai",-1,Near Party Hub,2008-09-09,56.16,Not Specific,54.08,0,1,0,1,1,2.0,Bar,Greek,2,0,1,4,4,3,8,10.0,3.0,8.0,7,5,5,6,16.89801505817933,unknown,Unknown,Other
50000000,"tibetan,italian",Gurgaon,Near Party Hub,2009-10-02,87.0,Tier A Celebrity,82.0,1,1,1,1,1,1.0,Bar,Greek,3,1,4,5,6,7,8,9.0,4.0,7.0,6,3,0,5,15.835728952772074,gurgaon,India,Tier 1
65000000,"algerian,korean",Jabalpur,Near Party Hub,2011-02-24,82.0,Tier A Celebrity,69.0,1,1,0,1,1,,Bar,90's,2,0,1,5,5,6,6,9.0,5.0,3.0,10,1,8,9,14.439425051334702,jabalpur,India,Tier 2
10000000,"polish,jewish",Noida,Near Party Hub,2003-12-30,57.88,Not Specific,52.0,1,1,0,1,1,2.0,Caffee,Arabian,2,0,1,3,4,3,7,8.0,3.0,6.0,2,6,2,3,21.593429158110883,noida,India,Tier 1
21000000,"algerian,belgian",Raipur,Near Party Hub,2012-02-05,80.4,Not Specific,60.2,0,1,0,0,1,2.0,Bar,Greek,4,0,4,3,3,5,10,10.0,6.0,10.0,7,5,4,9,13.492128678986996,raipur,India,Tier 2
11000000,"irish,belgian",Chandigarh,Near Party Hub,2011-02-13,71.2,Not Specific,52.2,1,1,1,1,1,2.0,Caffee,Arabian,3,0,6,5,4,3,10,7.0,3.0,5.0,7,4,3,7,14.469541409993155,chandigarh,India,Tier 2
10500000,"turkish,sapnish",Bangalore,Near Party Hub,2007-08-08,56.0,Not Specific,76.0,1,1,1,1,0,2.0,Bar,Greek,1,0,7,3,4,4,8,10.0,,3.0,7,5,4,6,17.987679671457904,bangalore,India,Tier 1
12000000,"algerian,korean",Bhopal,Near Party Hub,2010-06-09,73.8,Not Specific,70.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,7,3,3,3,7,7.0,3.0,8.0,7,8,2,8,15.151266255989048,bhopal,India,Tier 2
60000000,"welsh,thai",Bangalore,Near Party Hub,2010-10-30,92.5,Not Specific,83.5,1,1,0,1,1,2.0,Bar,Greek,3,1,2,7,6,6,6,7.0,5.0,6.0,5,3,6,5,14.759753593429158,bangalore,India,Tier 1
30000000,"tibetan,italian",pune,Near Business Hub,2010-12-30,78.0,Tier A Celebrity,73.0,1,1,0,0,1,,Bar,90's,3,0,7,4,4,3,10,10.0,3.0,6.0,9,4,3,7,14.5927446954141,pune,India,Tier 1
47000000,"tibetan,greek",Kolkata ,Near Party Hub,2010-10-04,70.4,Tier A Celebrity,69.2,1,1,1,1,1,2.0,Bar,90's,3,0,3,5,6,7,9,9.0,5.0,4.0,5,2,2,4,14.830937713894592,kolkata,India,Tier 1
30500000,"chinese,salvadorian",Bhubaneswar,Near Business Hub,2012-05-26,90.0,Not Specific,74.0,1,1,1,0,1,2.0,Bar,Greek,3,0,4,5,5,4,6,10.0,4.0,7.0,9,4,1,6,13.188227241615332,bhubaneswar,India,Tier 2
10000000,"welsh,thai",Pune,Near Party Hub,2010-12-25,68.0,Tier A Celebrity,68.0,1,1,1,1,0,2.0,Bar,Greek,4,0,5,4,3,4,9,7.0,,9.0,7,7,7,9,14.60643394934976,pune,India,Tier 1
14500000,"irish,belgian",Pune,Near Party Hub,2011-11-23,87.07,Not Specific,71.5,1,1,1,0,1,2.0,Bar,90's,3,0,4,4,3,2,10,10.0,3.0,9.0,5,5,0,8,13.69472963723477,pune,India,Tier 1
35000000,"tibetan,greek",Bangalore,Near Business Hub,2008-05-12,92.0,Local Celebrity,87.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,10,5,4,5,8,10.0,4.0,8.0,8,3,1,8,17.22655715263518,bangalore,India,Tier 1
12000000,"japanese,thai",Jaspur,Near Party Hub,2010-07-20,67.1,Not Specific,70.4,1,1,0,1,1,2.0,Bar,Greek,2,0,5,4,4,5,10,7.0,3.0,10.0,8,5,1,7,15.039014373716633,jaspur,India,Tier 3
35000000,"tibetan,greek",Navi Mumbai,Near Party Hub,2011-07-17,89.6,Not Specific,95.2,1,1,0,1,0,2.0,Bar,Arabian,3,0,2,4,5,6,9,10.0,4.0,8.0,6,1,2,2,14.047912388774812,mumbai,India,Tier 1
17500000,"irish,belgian",Hyderabad,Near Party Hub,2010-01-30,87.0,Not Specific,79.9,1,1,1,1,1,2.0,Bar,Nature,2,0,3,3,4,2,8,7.0,,10.0,4,5,6,7,15.507186858316222,hyderabad,India,Tier 1
10000000,"turkish,nigerian",mohali,Near Party Hub,2010-11-17,82.0,Tier A Celebrity,59.0,1,1,1,1,1,2.0,Bar,Greek,2,0,2,5,5,3,10,10.0,,5.0,7,6,2,6,14.710472279260781,mohali,India,Tier 3
65000000,"tibetan,greek",Bangalore,Near Party Hub,2007-12-04,71.0,Not Specific,60.0,1,1,1,1,1,2.0,Caffee,Arabian,4,0,4,5,5,7,5,8.0,5.0,9.0,7,7,2,6,17.66461327857632,bangalore,India,Tier 1
60000000,"algerian,algerian",Pune,Near Party Hub,2006-06-04,87.73,Not Specific,76.0,1,1,1,1,0,2.0,Bar,Arabian,4,0,2,5,5,6,8,9.0,5.0,2.0,9,2,3,8,19.16495550992471,pune,India,Tier 1
7000000,"tibetan,greek",Lucknow,Near Business Hub,2010-07-23,80.83,Not Specific,81.6,1,1,1,1,1,2.0,Bar,90's,3,0,3,3,4,4,5,8.0,4.0,6.0,7,3,5,4,15.030800821355236,lucknow,India,Tier 2
36000000,"turkish,nigerian",Bangalore,Near Party Hub,2010-07-29,90.4,Tier A Celebrity,83.6,0,1,1,0,1,2.0,Bar,Chinese,3,0,5,6,5,6,9,9.0,6.0,7.0,7,5,0,6,15.014373716632443,bangalore,India,Tier 1
20000000,"peruvian,cuban",Gurgaon ,Near Party Hub,2010-01-23,79.0,Tier A Celebrity,71.3,1,1,0,1,1,2.0,Bar,Greek,2,0,6,5,5,4,10,8.0,,9.0,9,5,0,7,15.526351813826146,gurgaon,India,Tier 1
10000000,"algerian,belgian",Burdwan,Near Party Hub,2008-06-27,77.12,Not Specific,56.9,1,1,1,1,1,2.0,Gastro Bar,Arabian,3,0,3,3,5,4,9,9.0,,8.0,6,4,1,4,17.100616016427104,burdwan,India,Tier 3
40000000,"tibetan,greek",Pune,Near Party Hub,2010-05-07,83.0,Tier A Celebrity,78.8,1,1,1,1,1,1.0,Bar,Arabian,3,1,6,5,5,4,5,9.0,5.0,3.0,5,5,3,6,15.241615331964407,pune,India,Tier 1
17000000,"polish,jewish",Hyderabad,Near Party Hub,2010-05-14,63.0,Not Specific,60.0,1,1,0,1,0,2.0,Bar,Arabian,2,1,3,3,2,2,10,7.0,3.0,8.0,6,4,0,4,15.222450376454484,hyderabad,India,Tier 1
30000000,"welsh,thai",New Delhi,Near Party Hub,2007-04-16,74.0,Tier A Celebrity,63.0,1,1,1,0,0,2.0,Bar,Arabian,2,0,10,5,4,4,10,9.0,4.0,6.0,6,2,3,6,18.299794661190965,new delhi,India,Tier 1
33500000,"polish,jewish",Pune,Near Party Hub,2010-05-10,86.15,Not Specific,83.0,1,1,1,1,1,2.0,Bar,Arabian,2,1,5,5,5,5,10,9.0,6.0,5.0,9,2,2,6,15.233401779603012,pune,India,Tier 1
36500000,"tibetan,greek",Bangalore,Near Business Hub,2010-09-15,89.0,Tier A Celebrity,88.8,1,1,1,1,1,2.0,Bar,Arabian,3,0,7,4,6,6,8,9.0,5.0,7.0,9,5,1,7,14.882956878850102,bangalore,India,Tier 1
43500000,"peruvian,cuban",Mysore,Near Party Hub,2007-10-22,69.0,Not Specific,60.66,1,1,1,0,1,1.0,Caffee,Arabian,3,0,7,6,5,6,9,10.0,4.0,7.0,8,6,5,8,17.782340862423,mysore,India,Tier 2
8000000,"welsh,thai",Bhubaneswar ,Near Business Hub,2010-12-28,75.0,Tier A Celebrity,73.0,1,1,1,0,1,2.0,Bar,Greek,2,0,4,3,4,2,10,,,9.0,6,2,3,8,14.598220396988363,bhubaneswar,India,Tier 2
31000000,"tibetan,greek",Greater Noida,Near Party Hub,2009-06-13,81.0,Tier A Celebrity,79.0,1,1,0,0,1,2.0,Bar,Arabian,3,0,1,5,3,5,10,10.0,4.0,2.0,8,4,2,7,16.139630390143736,noida,India,Tier 1
18000000,"british,japanese",New Delhi,Near Party Hub,2010-10-01,73.6,Not Specific,66.6,1,1,1,0,1,2.0,Bar,90's,3,0,5,3,4,5,10,8.0,4.0,7.0,9,7,4,7,14.839151266255989,new delhi,India,Tier 1
18000000,"tibetan,greek",Pune,Near Party Hub,2009-03-19,64.53,Not Specific,75.0,1,1,1,1,1,2.0,Caffee,Arabian,3,0,1,4,5,3,7,9.0,4.0,9.0,9,3,0,9,16.3750855578371,pune,India,Tier 1
30000000,"tibetan,greek",Bangalore,Near Party Hub,2010-10-31,73.0,Tier A Celebrity,65.0,1,1,1,1,1,2.0,Bar,Arabian,3,1,4,4,4,3,8,6.0,4.0,7.0,8,6,5,9,14.757015742642025,bangalore,India,Tier 1
30000000,"indian,irish",Bangalore,Near Business Hub,2010-01-07,85.6,Tier A Celebrity,65.8,1,1,1,1,1,2.0,Bar,Arabian,3,0,1,6,4,6,9,10.0,4.0,5.0,8,3,6,8,15.570157426420261,bangalore,India,Tier 1
18000000,"welsh,thai",New Delhi,Near Party Hub,2011-09-15,80.0,Tier A Celebrity,66.66,0,1,1,1,1,2.0,Bar,Arabian,2,0,1,5,4,3,6,7.0,5.0,6.0,7,1,3,7,13.883641341546886,new delhi,India,Tier 1
14500000,"chinese,salvadorian",Shimla,Near Party Hub,2009-03-15,80.0,Tier A Celebrity,72.0,1,1,0,0,0,2.0,Bar,Greek,2,0,9,5,5,5,9,7.0,2.0,4.0,4,5,3,6,16.386036960985628,shimla,India,Tier 2
45000000,"japanese,thai",Bangalore,Near Business Hub,2011-10-04,89.0,Tier A Celebrity,82.0,1,1,1,0,0,1.0,Bar,Savory,3,0,6,6,6,7,9,9.0,5.0,8.0,9,5,0,6,13.831622176591376,bangalore,India,Tier 1
31500000,"tibetan,greek",Pune,Near Party Hub,2013-01-10,,Not Specific,85.57,1,1,0,1,1,2.0,Bar,Arabian,2,1,7,5,6,7,5,9.0,6.0,5.0,8,1,0,9,12.56125941136208,pune,India,Tier 1
8000000,"turkish,sapnish",ahmedabad,Near Party Hub,2011-05-22,82.62,Not Specific,76.2,1,1,1,0,0,2.0,Bar,90's,2,0,6,6,5,5,7,9.0,4.0,8.0,7,6,2,8,14.20123203285421,ahmedabad,India,Tier 1
31000000,"british,japanese",Bangalore,Near Party Hub,2009-05-28,71.5,Not Specific,80.5,0,1,1,0,0,2.0,Caffee,Arabian,3,0,7,4,5,6,6,10.0,6.0,9.0,9,8,1,8,16.18343600273785,bangalore,India,Tier 1
9000000,"turkish,nigerian",Bangalore,Near Business Hub,2010-10-17,88.0,Not Specific,69.83,1,1,1,1,1,2.0,Bar,Greek,2,0,4,5,4,4,6,,,6.0,6,1,2,3,14.795345653661876,bangalore,India,Tier 1
57500000,"indian,irish",Noida,Near Party Hub,2010-08-11,85.4,Tier A Celebrity,76.0,0,1,1,1,1,2.0,Bar,Greek,3,0,3,3,4,4,6,8.0,3.0,7.0,8,4,6,8,14.978781656399725,noida,India,Tier 1
40000000,"indian,irish",Bangalore,Near Party Hub,2011-12-26,89.0,Tier A Celebrity,83.5,1,1,1,1,1,2.0,Bar,Nature,3,1,7,7,4,5,5,8.0,,6.0,6,6,0,4,13.604380561259411,bangalore,India,Tier 1
31000000,"tibetan,greek",Gurgaon,Near Party Hub,2007-06-19,70.6,Tier A Celebrity,79.6,1,1,1,1,1,1.0,Bar,Arabian,3,1,3,4,4,5,9,8.0,4.0,9.0,9,7,3,10,18.12457221081451,gurgaon,India,Tier 1
18000000,"tibetan,greek",hyderabad,Near Party Hub,2005-10-15,68.0,Not Specific,62.8,0,1,0,1,1,2.0,Bar,Arabian,3,0,6,4,4,4,9,7.0,3.0,9.0,5,7,3,8,19.800136892539356,hyderabad,India,Tier 1
50000000,"peruvian,cuban",Bangalore,Near Business Hub,2008-11-12,80.0,Not Specific,73.0,1,1,1,1,1,2.0,Bar,90's,3,0,2,4,5,5,8,10.0,4.0,9.0,8,7,1,8,16.722792607802873,bangalore,India,Tier 1
45000000,"polish,jewish",-1,Near Party Hub,2011-09-15,84.0,Tier A Celebrity,78.8,0,1,1,1,1,1.0,Bar,Arabian,2,0,5,7,6,5,6,9.0,6.0,8.0,8,7,2,9,13.883641341546886,unknown,Unknown,Other
12000000,"british,japanese",Bhubaneswar,Near Party Hub,2009-06-15,82.0,Not Specific,57.0,1,1,1,1,1,2.0,Bar,Greek,3,0,4,4,6,4,6,10.0,,8.0,7,5,2,10,16.134154688569474,bhubaneswar,India,Tier 2
36000000,"indian,irish",Hyderabad,Near Business Hub,2009-07-17,77.2,Not Specific,80.3,1,1,1,1,1,2.0,Bar,90's,2,1,5,4,3,3,7,6.0,2.0,5.0,6,4,3,5,16.046543463381244,hyderabad,India,Tier 1
56500000,"british,japanese",Bangalore,Near Party Hub,2007-09-21,75.0,Tier A Celebrity,68.0,1,1,1,0,1,2.0,Bar,90's,3,0,2,6,4,5,6,8.0,4.0,8.0,9,5,2,7,17.867214236824093,bangalore,India,Tier 1
32500000,"tibetan,italian",Bangalore,Near Party Hub,2010-12-21,70.0,Tier A Celebrity,84.0,1,1,1,0,1,2.0,Bar,Arabian,3,0,7,6,4,5,6,7.0,4.0,8.0,8,5,2,9,14.617385352498289,bangalore,India,Tier 1
6000000,"british,japanese",Nagpur,Near Party Hub,2008-10-15,53.06,Not Specific,60.33,1,1,1,1,1,2.0,Bar,Greek,3,0,3,4,5,4,9,7.0,3.0,3.0,2,2,4,6,16.799452429842574,nagpur,India,Tier 2
30000000,"chinese,salvadorian",Gajiabaad,Near Party Hub,2010-08-25,65.0,Tier A Celebrity,53.0,0,1,0,1,1,2.0,Bar,Petit,2,0,5,2,4,6,5,8.0,1.0,2.0,0,2,3,1,14.940451745379876,ghaziabad,India,Tier 2
32500000,"tibetan,italian",-1,Near Party Hub,2010-09-10,93.4,Tier A Celebrity,89.4,0,1,1,1,0,2.0,Bar,Greek,3,0,7,6,6,7,5,8.0,5.0,3.0,8,4,4,6,14.896646132785763,unknown,Unknown,Other
12000000,"chinese,salvadorian",Pune,Near Party Hub,2008-10-13,75.86,Not Specific,70.08,1,1,1,1,1,2.0,Bar,Nature,1,1,3,3,3,3,7,6.0,,5.0,7,1,2,4,16.804928131416837,pune,India,Tier 1
20000000,"indian,irish",Gurgaon,Near Business Hub,2009-09-24,78.0,Not Specific,71.0,1,1,1,0,1,2.0,Caffee,Arabian,4,0,10,4,4,4,10,10.0,4.0,3.0,0,1,3,0,15.85763175906913,gurgaon,India,Tier 1
40000000,"tibetan,italian",Bangalore,Near Business Hub,2010-05-01,91.84,Not Specific,86.5,1,1,1,1,1,2.0,Bar,Arabian,3,1,5,6,6,5,7,9.0,5.0,6.0,4,0,5,4,15.2580424366872,bangalore,India,Tier 1
35000000,"british,japanese",Pune,Near Party Hub,2012-04-18,79.0,Not Specific,76.0,1,1,1,1,0,2.0,Bar,90's,2,1,9,4,5,4,5,10.0,4.0,8.0,7,4,4,4,13.292265571526352,pune,India,Tier 1
61000000,"british,japanese",New Delhi,Near Party Hub,2011-06-02,78.2,Tier A Celebrity,82.0,0,1,0,1,0,1.0,Bar,Greek,2,0,3,7,5,5,7,10.0,4.0,3.0,4,1,6,3,14.171115674195756,new delhi,India,Tier 1
32500000,"swedish,greek",Mysore,Near Party Hub,2012-05-27,82.5,Not Specific,93.5,0,1,0,1,1,2.0,Bar,Greek,3,0,5,5,5,5,6,9.0,4.0,8.0,7,5,2,7,13.1854893908282,mysore,India,Tier 2
32500000,"tibetan,greek",Bangalore,Near Party Hub,2009-03-09,76.4,Not Specific,68.8,1,1,1,0,0,2.0,Bar,Greek,4,1,2,6,6,6,10,,5.0,7.0,6,2,2,7,16.40246406570842,bangalore,India,Tier 1
15000000,"turkish,sapnish",Jammu,Near Business Hub,2011-08-20,64.8,Tier A Celebrity,75.2,1,1,1,0,0,2.0,Bar,Greek,2,0,7,4,4,3,9,6.0,,8.0,8,6,5,7,13.95482546201232,jammu,India,Tier 2
22000000,"tibetan,italian",Chennai,Near Party Hub,2011-09-02,74.0,Not Specific,62.0,1,1,1,1,0,2.0,Bar,Arabian,2,0,8,5,5,5,9,,,6.0,3,8,4,6,13.919233401779604,chennai,India,Tier 1
20000000,"algerian,belgian",Gurgaon,Near Party Hub,2011-09-23,72.0,Tier A Celebrity,73.0,1,1,1,1,1,2.0,Bar,Arabian,2,0,7,5,5,4,9,8.0,3.0,6.0,5,1,3,3,13.86173853524983,gurgaon,India,Tier 1
24000000,"chinese,salvadorian",Greater Noida,Near Party Hub,2013-01-12,81.33,Tier A Celebrity,77.2,1,1,1,1,1,2.0,Bar,Nature,2,0,8,4,5,6,10,8.0,,2.0,6,4,5,5,12.555783709787816,noida,India,Tier 1
32500000,"tibetan,greek",Pune,Near Business Hub,2008-07-14,83.0,Not Specific,65.0,1,1,1,1,1,2.0,Bar,Greek,3,0,6,3,4,5,6,8.0,3.0,7.0,8,3,5,6,17.05407255304586,pune,India,Tier 1
32000000,"tibetan,greek",bangalore,Near Party Hub,2011-10-19,75.0,Not Specific,71.6,1,1,0,1,1,2.0,Bar,Arabian,2,0,10,2,4,3,8,10.0,4.0,9.0,7,6,0,9,13.790554414784394,bangalore,India,Tier 1
35500000,"peruvian,cuban",Bangalore,Near Party Hub,2010-01-04,62.0,Tier A Celebrity,63.0,1,1,0,0,1,2.0,Bar,Delicio,2,1,4,4,3,4,10,6.0,4.0,6.0,6,5,4,4,15.578370978781656,bangalore,India,Tier 1
30000000,"tibetan,greek",Chennai,Near Business Hub,2009-10-21,74.62,Not Specific,70.0,1,1,1,1,0,2.0,Bar,Arabian,3,1,7,5,4,3,6,7.0,3.0,8.0,8,7,3,8,15.783709787816564,chennai,India,Tier 1
18000000,"turkish,sapnish",Jaipur,Near Business Hub,2010-07-25,87.0,Not Specific,67.23,0,1,1,0,0,2.0,Bar,Arabian,3,1,6,2,3,3,10,6.0,,7.0,8,5,8,5,15.025325119780971,jaipur,India,Tier 2
9500000,"tibetan,italian",-1,Near Party Hub,2006-03-19,76.66,Not Specific,64.33,1,1,1,0,1,2.0,Bar,Nature,3,0,7,6,5,4,10,7.0,,5.0,8,5,2,5,19.37577002053388,unknown,Unknown,Other
9500000,"welsh,thai",-1,Near Party Hub,2009-08-24,81.0,Not Specific,71.0,1,1,0,0,0,2.0,Bar,Arabian,3,0,5,5,5,5,10,10.0,4.0,6.0,8,7,1,6,15.942505133470226,unknown,Unknown,Other
14500000,"tibetan,italian",-1,Near Party Hub,2008-06-18,45.33,Not Specific,47.6,0,0,0,1,1,2.0,Caffee,Arabian,1,0,9,4,5,2,6,7.0,3.0,3.0,6,3,5,4,17.125256673511295,unknown,Unknown,Other
10000000,"chinese,salvadorian",Pune,Near Party Hub,2010-11-04,69.69,Not Specific,68.0,1,1,0,0,1,2.0,Bar,Nature,2,0,2,4,5,4,7,8.0,,2.0,5,4,4,1,14.746064339493497,pune,India,Tier 1
4500000,"british,belgian",Trichy,Near Party Hub,2009-11-09,81.6,Not Specific,73.25,1,1,1,1,1,2.0,Bar,Greek,3,0,7,4,6,4,5,10.0,,9.0,8,5,6,7,15.731690622861054,trichy,India,Tier 2
40000000,"tibetan,greek",Noida,Near Party Hub,2010-01-08,69.0,Tier A Celebrity,66.0,1,1,1,1,1,2.0,Bar,Greek,2,0,5,5,5,5,6,9.0,,5.0,5,4,1,5,15.567419575633128,noida,India,Tier 1
